Date,RFID_hex,Band,Genus,Species,Sex,Age,Time,Site,Mass,Tail_Length,Wing_Length,Fat_Code,R1_Percent_Rufous,R1_Black_Code,Back_Percent_Green,Gorget_Iridescence,Head_Iridescence,Breeding_Condition_Code,Body_Molt_Code,Gorget_Molt_Code,Head_Molt_Code,Tail_Molt_Code,Primary_Molt_Code
2021-09-17,3D6.1D59AEEA85,A00003305,Calypte,ANHU,F,AHY,09:37:00,SB,4.04,NA,51,0,NA,NA,NA,10,0,0,0,0,0,0,0
2021-09-17,3D6.1D59AEEABC,A00003306,Calypte,ANHU,F,AHY,09:10:00,SB,3.84,NA,51,0,NA,NA,NA,14,0,NA,NA,NA,NA,NA,NA
2021-09-17,3D6.1D59AEEAB2,A00003307,Archilochus,BCHU,F,HY,09:00:00,SB,4,NA,47,2,NA,NA,NA,0,0,NA,3,3,3,NA,4
2021-09-17,3D6.1D59AEEA8E,A00003308,Archilochus,BCHU,M,HY,08:40:00,SB,3.26,NA,44,0,NA,NA,NA,0,0,NA,0,0,0,NA,2
2021-09-17,3D6.1D59AEEAC0,A00003309,Calypte,ANHU,F,AHY,07:32:00,SB,3.73,NA,48,0,NA,NA,NA,0,0,5,3,3,1,0,4
2021-07-30,3D6.1D59AEEA9C,A00003276,Selasphorus,RUHU,F,HY,09:55:00,SB,3.26,NA,43,2,10,2,80,NA,NA,NA,0,0,0,NA,0
2021-07-30,3D6.1D59AEEA9C,A00003208,Selasphorus,RUHU,F,HY,09:55:00,SB,3.26,NA,43,2,10,2,80,NA,NA,0,0,0,0,NA,0
2021-07-30,3D6.1D59AEEA97,A00003264,Archilochus,BCHU,F,AHY,09:50:00,SB,3.54,NA,46,0,NA,NA,NA,NA,NA,0,0,0,0,0,0
2021-07-30,3D6.1D59AEEACE,NA,Archilochus,BCHU,M,AHY,09:33:00,SB,4.32,NA,43,0,NA,NA,NA,8,0,NA,3,4,3,0,0
2021-07-30,3D6.1D59AEEACE,NA,Archilochus,BCHU,M,AHY,09:33:00,SB,4.32,NA,43,0,NA,NA,NA,8,NA,NA,3,4,3,0,0
2021-07-30,3D6.1D59AEEAE0,A00003263,Selasphorus,RUHU,M,HY,09:32:00,SB,3,NA,41.5,0,90,NA,95,1,NA,NA,0,0,0,0,0
2021-07-30,3D6.1D59AEEB79,NA,Archilochus,BCHU,F,AHY,09:15:00,SB,3.47,NA,47,0,NA,NA,NA,0,0,0,2,1,0,0,0
2021-07-30,3D6.1D59AEEAD4,A00003262,Archilochus,BCHU,M,AHY,09:00:00,SB,3.03,NA,42,0,NA,NA,NA,10,0,NA,2,0,0,0,0
2021-07-30,3D6.1D59AEEA98,A00003261,Selasphorus,RUHU,M,HY,09:00:00,SB,3.79,NA,0,0,75,NA,90,5,NA,NA,0,0,0,0,0
2021-07-30,3D6.1D59AEEABB,A00003260,Selasphorus,ALHU,M,HY,08:48:00,SB,3.09,NA,40.5,0,70,NA,90,1,NA,NA,0,0,0,0,0
2021-07-30,3D6.1D59AEEA8C,A00003259,Selasphorus,RUHU,M,HY,08:33:00,SB,4.73,NA,44,5,35,NA,90,0,NA,NA,0,0,0,0,0
2021-07-30,3D6.1D59AEEB57,NA,Archilochus,BCHU,F,AHY,08:30:00,SB,3.64,NA,45,0,NA,NA,NA,0,0,0,0,0,0,0,0
2021-07-30,3D6.1D59AEEB52,NA,Archilochus,BCHU,F,AHY,08:25:00,SB,3.27,NA,48.5,0,NA,NA,NA,0,0,0,0,0,0,NA,0
2021-07-30,3D6.1D59AEEAEA,NA,Calypte,ANHU,M,AHY,08:23:00,SB,NA,NA,50.5,0,NA,NA,NA,10,9,NA,1,0,1,0,2
2021-07-30,3D6.1D593E1AFB,NA,Archilochus,BCHU,F,AHY,08:10:00,SB,3.54,NA,45,0,NA,NA,NA,0,0,0,2,2,2,0,NA
2021-07-30,3D6.1D59AEEAE6,A00003258,Archilochus,BCHU,M,HY,08:10:00,SB,3.35,NA,44.5,0,NA,NA,NA,0,0,NA,0,0,0,0,0
2021-07-30,3D6.1D59AEEAA1,A00003257,Selasphorus,RUHU,M,HY,08:05:00,SB,3.22,NA,44,0,70,NA,95,1,NA,NA,0,0,0,0,0
2021-07-30,3D6.1D59AEEADA,A00003255,Archilochus,BCHU,M,HY,07:55:00,SB,3.03,NA,45,0,NA,NA,NA,1,0,NA,2,0,0,0,0
2021-07-30,3D6.1D59AEEAE3,A00003254,Archilochus,BCHU,F,HY,07:35:00,SB,3.17,NA,45.5,0,NA,NA,NA,0,0,0,0,0,0,0,0
2021-07-30,3D6.1D59AEEAD5,A00003256,Archilochus,BCHU,F,HY,07:32:00,SB,3.23,NA,48,NA,NA,NA,NA,0,0,0,0,2,1,0,0
2021-07-30,3D6.1D59AEEADB,A00003253,Calypte,ANHU,F,AHY,07:30:00,SB,3.95,NA,49,NA,NA,NA,NA,5,0,0,4,4,4,0,3
2021-07-30,3D6.1D59AEEA89,A00003252,Selasphorus,RUHU,M,HY,07:17:00,SB,NA,NA,44,0,NA,NA,NA,1,NA,NA,0,0,0,0,0
2021-07-30,3D6.1D59AEEA88,A00003251,Selasphorus,RUHU,F,HY,07:11:00,SB,3.3,NA,44.5,1,10,2,95,NA,NA,0,NA,NA,NA,0,0
2021-07-30,3D6.1D59AEEAE2,A00003250,Archilochus,BCHU,F,HY,07:05:00,SB,3.2,NA,48,0,NA,NA,NA,0,0,5,0,0,0,0,0
2021-07-23,3D6.1D59AEEAB1,A00003233,Selasphorus,RUHU,M,HY,10:07:00,SB,3.22,NA,42,2,80,NA,95,1,NA,NA,NA,NA,NA,NA,0
2021-07-23,3D6.1D59AEEAB3,A00003234,Archilochus,BCHU,M,AHY,09:57:00,SB,3.05,NA,41,0,NA,NA,NA,10,0,NA,0,0,1,0,0
2021-07-23,3D6.1D59AEEAAA,A00003237,Calypte,ANHU,F,AHY,09:45:00,SB,2.83,NA,52,0,NA,NA,NA,0,0,0,2,0,0,0,7
2021-07-23,3D6.1D59AEEAD1,A00003238,Archilochus,BCHU,M,AHY,09:40:00,SB,NA,NA,42,0,NA,NA,NA,10,0,NA,0,0,0,0,0
2021-07-23,3D6.1D593E1CB9,NA,Archilochus,BCHU,F,AHY,09:21:00,SB,3.2,NA,48,NA,NA,NA,NA,0,0,5,0,0,0,0,NA
2021-07-23,3D6.1D59AEEAA3,A00003235,Archilochus,BCHU,F,AHY,09:21:00,SB,3.16,NA,47,0,NA,NA,NA,0,0,5,3,0,0,0,0
2021-07-23,3D6.1D59AEEAAE,A00003239,Archilochus,BCHU,M,AHY,09:02:00,SB,2.92,NA,42,0,NA,NA,NA,10,0,NA,0,0,0,0,0
2021-07-23,3D6.1D59AEEA8F,A00003242,Archilochus,BCHU,F,AHY,08:40:00,SB,NA,NA,46,0,NA,NA,NA,0,0,5,0,0,0,0,0
2021-07-23,3D6.1D59AEEAB5,A00003241,Calypte,ANHU,F,HY,08:35:00,SB,3.89,NA,48.5,0,NA,NA,NA,0,0,NA,2,2,2,0,0
2021-07-23,3D6.1D59AEEAD6,A00003244,Calypte,ANHU,M,HY,08:20:00,SB,4.08,NA,48,0,NA,NA,NA,3,0,NA,2,2,2,0,0
2021-07-23,3D6.1D59AEEADF,A00003243,Archilochus,BCHU,F,AHY,08:18:00,SB,3.47,NA,47.5,0,NA,NA,NA,0,0,0,4,0,1,0,NA
2021-07-23,3D6.1D59AEEAA6,A00003245,Archilochus,BCHU,M,HY,08:10:00,SB,3.33,NA,46,0,NA,NA,NA,0,0,NA,0,0,0,0,0
2021-07-23,3D6.1D59AEEBA6,NA,Archilochus,BCHU,M,AHY,07:45:00,SB,NA,NA,43,0,NA,NA,NA,10,0,NA,1,0,1,0,0
2021-07-23,3D6.1D59AEEA9B,A00003247,Archilochus,BCHU,M,AHY,07:25:00,SB,3.03,NA,40.5,0,NA,NA,NA,10,0,NA,0,0,0,0,NA
2021-07-23,3D6.1D59AEEAAC,A00003248,Selasphorus,ALHU,M,HY,07:15:00,SB,3.23,NA,42,0,65,NA,95,1,NA,NA,0,0,0,0,0
2021-07-16,3D6.1D59AEEB79,NA,Archilochus,BCHU,F,AHY,10:15:00,SB,3.28,NA,0,0,NA,NA,NA,NA,NA,0,1,1,1,NA,NA
2021-07-16,3D6.1D59AEEB87,A00003217,Archilochus,BCHU,F,AHY,10:15:00,SB,3.66,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-07-16,3D6.1D59AEEB57,NA,Archilochus,BCHU,F,AHY,10:11:00,SB,3.6,NA,0,NA,NA,NA,NA,0,0,5,2,2,1,0,NA
2021-07-16,3D6.1D59AEEA87,A00003218,Archilochus,BCHU,M,AHY,10:00:00,SB,2.72,NA,40.5,0,NA,NA,NA,9,0,NA,2,2,2,0,0
2021-07-16,3D6.1D593E1AB2,910070754,Archilochus,BCHU,F,AHY,09:58:00,SB,3.57,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-07-16,3D6.1D59AEEA92,A00003219,Archilochus,BCHU,F,AHY,09:45:00,SB,3.97,NA,48,0,NA,NA,NA,0,0,9,0,0,1,0,0
2021-07-16,3D6.1D59AEEAE4,A00003220,Archilochus,BCHU,F,AHY,09:35:00,SB,3.93,NA,46,0,NA,NA,NA,NA,NA,5,0,0,0,0,0
2021-07-16,3D6.1D59AEEA84,A00003221,Archilochus,BCHU,F,AHY,09:30:00,SB,3.78,NA,46,1,NA,NA,NA,0,0,NA,0,0,0,0,0
2021-07-16,3D6.1D59AEEACD,A00003222,Archilochus,BCHU,M,HY,09:23:00,SB,2.93,NA,43,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0
2021-07-16,3D6.1D59AEEADE,NA,Archilochus,BCHU,F,AHY,09:20:00,SB,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-07-16,3D6.1D59AEEB7F,NA,Archilochus,BCHU,F,AHY,09:10:00,SB,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-07-16,3D6.1D59AEEB57,A00003224,Archilochus,BCHU,F,AHY,09:08:00,SB,3.71,NA,0,0,NA,NA,NA,NA,NA,5,2,2,2,NA,NA
2021-07-16,3D6.1D59AEEAB7,A00003223,Archilochus,BCHU,F,AHY,09:02:00,SB,3.38,NA,47,0,NA,NA,NA,0,0,5,0,0,0,0,0
2021-07-16,3D6.1D59AEEAD3,A00003225,Archilochus,BCHU,F,AHY,08:50:00,SB,3.46,NA,45,0,NA,NA,NA,0,0,0,3,3,3,0,0
2021-07-16,3D6.1D593E1AB2,910070754,Archilochus,BCHU,F,AHY,08:36:00,SB,3.73,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-07-16,3D6.1D59AEEAC9,A00003227,Archilochus,BCHU,M,AHY,08:22:00,SB,2.97,NA,41,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0
2021-07-16,3D6.1D59AEEAA5,A00003226,Archilochus,BCHU,M,AHY,08:20:00,SB,3.39,NA,42,0,NA,NA,NA,10,0,NA,0,0,0,0,0
2021-07-16,3D6.1D593E1B01,A00003228,Archilochus,BCHU,F,AHY,08:05:00,SB,3.38,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-07-16,3D6.1D59AEEAE5,A00003230,Archilochus,BCHU,F,AHY,07:30:00,SB,3.31,NA,46,0,NA,NA,NA,0,0,0,0,0,0,0,0
2021-07-16,3D6.1D59AEEB9A,NA,Archilochus,BCHU,F,AHY,07:25:00,SB,3.28,NA,48,0,NA,NA,NA,0,0,5,1,1,1,0,0
2021-07-16,3D6.1D59AEEAA4,A00003229,Archilochus,BCHU,F,AHY,07:20:00,SB,3.41,NA,44.5,0,NA,NA,NA,0,0,0,3,3,3,NA,0
2021-07-16,3D6.1D59AEEA94,A00003231,Archilochus,BCHU,F,AHY,07:18:00,SB,3.56,NA,46,0,NA,NA,NA,0,0,0,3,3,3,NA,0
2021-07-02,3D6.1D59AEEAE9,610089634,Archilochus,BCHU,F,AHY,10:48:00,SB,3.23,NA,46,NA,NA,NA,NA,0,0,0,3,0,0,1,NA
2021-07-02,3D6.1D59AEEB47,NA,Archilochus,BCHU,M,AHY,10:36:00,SB,2.82,NA,0,0,NA,NA,NA,10,0,NA,0,0,0,1,0
2021-07-02,3D6.1D593E1ADF,NA,Archilochus,BCHU,F,AHY,10:32:00,SB,3.4,NA,0,0,NA,NA,NA,NA,NA,0,1,1,1,1,NA
2021-07-02,3D6.1D593E1D22,NA,Archilochus,BCHU,F,AHY,10:22:00,SB,3.25,NA,0,0,NA,NA,NA,0,0,0,NA,NA,NA,1,0
2021-07-02,3D6.1D593E1CB9,NA,Archilochus,BCHU,F,AHY,09:50:00,SB,3.38,NA,0,0,NA,NA,NA,NA,NA,5,1,1,1,1,0
2021-07-02,3D6.1D59AEEB99,NA,Archilochus,BCHU,F,AHY,09:50:00,SB,3.79,NA,0,0,NA,NA,NA,NA,NA,7,0,0,0,0,NA
2021-07-02,3D6.1D59AEEB82,NA,Calypte,ANHU,F,AHY,09:33:00,SB,4.08,NA,49,0,NA,NA,NA,0,0,NA,2,2,2,0,3
2021-07-02,3D6.1D593E1AA2,NA,Archilochus,BCHU,F,AHY,09:24:00,SB,3.25,NA,0,0,NA,NA,NA,NA,NA,0,0,0,0,NA,0
2021-07-02,3D6.1D59AEEB3C,NA,Archilochus,BCHU,M,AHY,09:20:00,SB,2.87,NA,41.5,0,NA,NA,NA,10,0,NA,NA,NA,NA,0,0
2021-07-02,3D6.1D593E1B24,NA,Archilochus,BCHU,F,AHY,09:06:00,SB,3.55,NA,45,0,NA,NA,NA,0,0,5,3,0,0,1,0
2021-07-02,3D6.1D593E1B02,NA,Archilochus,BCHU,M,AHY,09:00:00,SB,2.93,NA,0,NA,NA,NA,NA,10,0,NA,NA,NA,NA,1,NA
2021-07-02,3D6.1D59AEEB87,A00003210,Archilochus,BCHU,F,AHY,08:50:00,SB,3.77,NA,45,0,NA,NA,NA,0,0,7,0,0,0,0,0
2021-07-02,3D6.1D59AEEAE7,NA,Archilochus,BCHU,F,AHY,08:30:00,SB,3.45,NA,45,NA,NA,NA,NA,0,0,5,3,3,3,1,0
2021-07-02,3D6.1D593E1B70,NA,Calypte,ANHU,F,AHY,08:25:00,SB,NA,NA,50,0,NA,NA,NA,19,0,0,2,2,2,9,8
2021-07-02,3D6.1D59AEEB86,NA,Archilochus,BCHU,M,AHY,08:15:00,SB,NA,NA,41,NA,NA,NA,NA,9,0,NA,2,2,2,0,0
2021-07-02,3D6.1D59AEEB8F,A00003209,Archilochus,BCHU,F,AHY,08:08:00,SB,3.69,NA,0,0,NA,NA,NA,0,0,5,2,2,2,1,NA
2021-06-28,3D6.1D59AEECDD,A00003267,Selasphorus,ALHU,M,HY,13:38:00,BH,NA,NA,40,NA,85,NA,90,1,NA,NA,NA,NA,NA,NA,0
2021-06-28,3D6.1D59AEECCA,A00003266,Selasphorus,ALHU,F,AHY,13:38:00,BH,NA,NA,0,NA,50,2,90,40,NA,NA,NA,NA,NA,NA,NA
2021-06-28,3D6.1D59AEEC8D,A00003269,Selasphorus,ALHU,M,HY,13:29:00,BH,NA,NA,0,NA,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-06-28,3D6.1D59AEECBA,A00003268,Calypte,ANHU,M,AHY,13:29:00,BH,NA,NA,0,0,NA,NA,NA,10,10,NA,NA,NA,NA,2,10
2021-06-28,3D6.1D59AEEC8C,A00003272,Selasphorus,ALHU,M,HY,13:02:00,BH,NA,NA,0,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
2021-06-28,3D6.1D59AEEC8F,A00003271,Selasphorus,ALHU,F,AHY,13:02:00,BH,NA,NA,41,0,30,2,90,0,NA,0,0,0,0,0,0
2021-06-28,3D6.1D59AEEC97,A00003273,Selasphorus,ALHU,M,HY,12:48:00,BH,NA,NA,0,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA
2021-06-28,3D6.1D59AEECB6,A00003275,Selasphorus,ALHU,M,AHY,12:37:00,BH,NA,NA,39,0,NA,NA,90,10,NA,NA,0,0,0,0,0
2021-06-28,3D6.1D59AEEC82,A00003274,Selasphorus,ALHU,M,HY,12:37:00,BH,NA,NA,40,0,70,NA,80,4,NA,0,NA,NA,NA,0,0
2021-06-28,3D6.1D59AEEC88,A00003277,Selasphorus,ALHU,M,AHY,11:30:00,BH,NA,NA,0,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA
2021-06-28,3D6.1D59AEECD0,A00003278,Selasphorus,ALHU,M,HY,11:29:00,BH,NA,NA,41,0,80,NA,70,NA,NA,NA,0,0,0,0,NA
2021-06-28,3D6.1D59AEECBC,A00003280,Selasphorus,ALHU,M,HY,10:52:00,BH,NA,NA,40,NA,70,NA,80,2,NA,NA,NA,NA,NA,0,NA
2021-06-28,3D6.1D59AEECA9,A00003282,Calypte,ANHU,M,HY,10:45:00,BH,NA,NA,0,NA,NA,NA,NA,2,0,NA,NA,NA,NA,0,NA
2021-06-28,3D6.1D59AEECA4,A00003281,Selasphorus,ALHU,F,AHY,10:38:00,BH,NA,NA,41,NA,50,2,90,9,NA,NA,NA,NA,NA,0,NA
2021-06-28,3D6.1D59AEECA2,A00003284,Selasphorus,ALHU,M,HY,10:24:00,BH,NA,NA,40,NA,80,NA,90,4,NA,NA,NA,NA,NA,NA,NA
2021-06-28,3D6.1D8F53D59E,A00003283,Selasphorus,ALHU,M,HY,10:20:00,BH,NA,NA,40,0,80,NA,100,1,NA,NA,0,0,0,0,0
2021-06-28,3D6.1D59AEECC9,A00003285,Calypte,ANHU,F,AHY,10:10:00,BH,NA,NA,48,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA
2021-06-28,3D6.1D59AEECD4,A00003286,Selasphorus,ALHU,M,HY,09:54:00,BH,NA,NA,40,NA,70,NA,90,3,NA,NA,NA,NA,NA,0,0
2021-06-28,3D6.1D59AEECA8,A00003287,Selasphorus,RUHU,M,HY,09:34:00,BH,3.3,28,43,1,70,NA,90,0,NA,NA,0,0,0,0,0
2021-06-28,3D6.1D59AEEC84,A00003288,Selasphorus,ALHU,M,AHY,09:31:00,BH,3.4,NA,37,0,NA,NA,50,10,NA,NA,2,2,2,3,0
2021-06-28,3D6.1D59AEECB8,A00003270,Selasphorus,ALHU,M,HY,01:22:00,BH,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
2021-06-27,3D6.1D59AEEC0C,A00003289,Selasphorus,ALHU,M,HY,15:54:00,BH,3.3,26,39,0,70,NA,90,2,NA,NA,2,2,2,0,0
2021-06-27,3D6.1D59AEECAC,A00003290,Calypte,ANHU,M,HY,15:28:00,BH,5,NA,49,0,NA,NA,NA,NA,NA,NA,0,3,4,0,3
2021-06-27,3D6.1D59AEECCF,A00003291,Selasphorus,ALHU,M,HY,15:21:00,BH,3.2,23,39,0,70,NA,20,1,NA,NA,2,2,2,0,0
2021-06-27,3D6.1D59AEEC98,A00003292,Selasphorus,ALHU,M,HY,15:10:00,BH,3.8,25,40,0,80,NA,70,3,NA,NA,2,2,2,0,0
2021-06-27,3D6.1D59AEECAF,A00003294,Selasphorus,ALHU,M,AHY,14:30:00,BH,3.5,24,37,0,NA,NA,80,10,NA,NA,2,2,2,2,0
2021-06-27,3D6.1D59AEECA0,A00003295,Calypte,ANHU,F,AHY,14:08:00,BH,4.6,NA,47,0,NA,NA,NA,26,0,0,3,3,3,0,0
2021-06-27,3D6.1D59AEEC87,A00003296,Selasphorus,ALHU,M,HY,13:30:00,BH,3.5,24,40,0,80,NA,80,3,NA,NA,0,0,0,0,0
2021-06-27,3D6.1D59AEECD2,A00003297,Selasphorus,ALHU,M,HY,13:14:00,BH,3.3,25,39,0,70,NA,80,3,NA,NA,2,2,2,0,0
2021-06-27,3D6.1D59AEECDB,A00003298,Selasphorus,ALHU,F,AHY,12:52:00,BH,3.8,26,42,0,30,2,90,5,17.9,0,4,4,4,0,0
2021-06-27,3D6.1D59AEEC85,A00003299,Selasphorus,ALHU,M,AHY,12:47:00,BH,NA,NA,38,0,NA,NA,90,10,NA,NA,0,0,0,0,0
2021-06-27,3D6.1D59AEEC81,A00003300,Selasphorus,ALHU,M,HY,12:09:00,BH,3.6,23,41,0,70,NA,90,1,NA,NA,2,2,2,0,0
2021-06-27,3D6.1D59AEEC7D,A00003301,Selasphorus,ALHU,M,HY,12:06:00,BH,NA,24,39,0,80,NA,80,NA,NA,NA,2,2,2,4,0
2021-06-27,3D6.1D59AEECCC,A00003302,Selasphorus,ALHU,M,HY,11:44:00,BH,NA,26,39,0,80,NA,80,3,NA,NA,0,0,0,0,0
2021-06-27,3D6.1D59AEECDF,A00003303,Calypte,ANHU,M,AHY,11:25:00,BH,4.3,NA,43.5,0,NA,NA,NA,10,10,NA,3,3,3,2,0
2021-06-27,3D6.1D59AEEC9B,A00003304,Selasphorus,ALHU,M,HY,10:48:00,BH,NA,27,40,0,70,NA,80,1,NA,0,0,0,0,0,0
2021-06-25,3D6.1D593E1B1B,NA,Archilochus,BCHU,F,AHY,10:32:00,SB,3.55,NA,47,0,NA,NA,NA,0,0,5,0,0,0,0,0
2021-06-25,3D6.1D59AEEB56,NA,Archilochus,BCHU,F,AHY,10:18:00,SB,3.32,NA,44.5,0,NA,NA,NA,0,0,5,0,0,0,1,0
2021-06-25,3D6.1D59AEEB1F,NA,Archilochus,BCHU,F,AHY,10:02:00,SB,3.87,NA,0,0,NA,NA,NA,0,0,9,0,0,0,1,0
2021-06-25,3D6.1D59AEEADE,A00003211,Archilochus,BCHU,F,AHY,10:00:00,SB,3.41,NA,46,0,NA,NA,NA,0,0,0,0,0,0,0,0
2021-06-25,3D6.1D59AEEA9F,A00003213,Archilochus,BCHU,F,AHY,09:50:00,SB,3.31,NA,45,0,NA,NA,NA,0,0,5,0,0,0,0,0
2021-06-25,3D6.1D593E1AC9,NA,Archilochus,BCHU,F,AHY,09:28:00,SB,4.34,NA,44.5,0,NA,NA,NA,NA,NA,5,0,0,0,0,0
2021-06-25,3D6.1D593E1B15,NA,Archilochus,BCHU,F,AHY,09:28:00,SB,3.17,NA,0,0,NA,NA,NA,0,0,0,0,0,0,1,0
2021-06-25,3D6.1D59AEEB69,NA,Archilochus,BCHU,F,AHY,09:00:00,SB,3.46,NA,0,0,NA,NA,NA,0,0,5,0,0,0,0,NA
2021-06-25,3D6.1D593E1AB2,910070754,Archilochus,BCHU,F,AHY,08:50:00,SB,3.5,NA,41.5,0,NA,NA,NA,0,0,0,0,0,0,0,0
2021-06-25,3D6.1D593E1A29,NA,Archilochus,BCHU,F,AHY,08:40:00,SB,3.21,NA,44.5,0,NA,NA,NA,0,0,5,0,0,0,0,0
2021-06-25,3D6.1D59AEEB09,NA,Archilochus,BCHU,F,AHY,08:18:00,SB,3.81,NA,0,NA,NA,NA,NA,0,0,9,NA,NA,NA,NA,NA
2021-06-25,3D6.1D59AEEAD8,A00003215,Archilochus,BCHU,M,AHY,08:18:00,SB,2.79,NA,40.5,0,NA,NA,NA,10,0,NA,0,0,0,0,0
2021-06-25,3D6.1D593E1D22,NA,Archilochus,BCHU,F,AHY,08:12:00,SB,3.31,NA,0,0,NA,NA,NA,0,0,0,0,0,0,0,NA
2021-06-25,3D6.1D593E1ADF,NA,Archilochus,BCHU,F,AHY,08:05:00,SB,3.47,NA,45,0,NA,NA,NA,0,0,5,0,0,0,0,0
2021-06-25,3D6.1D59AEEBA2,NA,Archilochus,BCHU,F,AHY,08:00:00,SB,3.48,NA,0,0,NA,NA,NA,0,0,0,0,0,0,0,NA
2021-06-25,3D6.1D593E1B01,NA,Archilochus,BCHU,F,AHY,07:54:00,SB,3.24,NA,0,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,1,NA
2021-06-25,3D6.1D59AEEAAB,410071395,Archilochus,BCHU,M,AHY,07:50:00,SB,2.76,NA,41.5,0,NA,NA,NA,10,0,NA,0,0,0,0,0
2021-06-25,3D6.1D593E1B03,NA,Archilochus,BCHU,F,AHY,07:26:00,SB,3.17,NA,49.5,NA,NA,NA,NA,0,0,0,1,0,0,0,0
2021-06-25,3D6.1D593E1A57,NA,Archilochus,BCHU,F,AHY,07:26:00,SB,3.26,NA,0,NA,NA,NA,NA,0,0,0,NA,NA,NA,1,0
2021-06-25,3D6.1D593E1C78,NA,Archilochus,BCHU,F,AHY,07:26:00,SB,3.22,NA,0,0,NA,NA,NA,0,0,0,0,0,0,NA,0
2021-06-25,3D6.1D59AEEB70,NA,Archilochus,BCHU,F,AHY,07:15:00,SB,4.2,NA,49.5,0,NA,NA,NA,0,0,9,0,0,0,0,0
2021-06-25,3D6.1D59AEEAC4,A00003216,Archilochus,BCHU,F,AHY,07:15:00,SB,3.4,NA,49.5,0,NA,NA,NA,0,0,5,0,0,0,0,0
2021-06-18,3D6.1D59AEEACF,A00003191,Archilochus,BCHU,F,AHY,09:10:00,SB,3.62,NA,45,0,NA,NA,NA,NA,NA,6,0,0,0,0,0
2021-06-18,3D6.1D593E1D22,NA,Archilochus,BCHU,F,AHY,09:00:00,SB,3.16,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-06-18,3D6.1D59AEEACB,A00003203,Archilochus,BCHU,M,AHY,08:50:00,SB,2.87,NA,43,0,NA,NA,NA,10,NA,NA,0,0,0,0,0
2021-06-18,3D6.1D59AEEACE,A00003202,Archilochus,BCHU,M,AHY,08:50:00,SB,3,NA,41.5,0,NA,NA,NA,10,NA,NA,0,0,0,0,0
2021-06-18,3D6.1D59AEEA91,A00003201,Archilochus,BCHU,F,AHY,08:50:00,SB,3.33,NA,44,0,NA,NA,NA,NA,NA,6,0,0,0,0,0
2021-06-18,3D6.1D59AEEAB9,A00003206,Archilochus,BCHU,F,AHY,08:40:00,SB,3.24,NA,47,0,NA,NA,NA,NA,NA,6,0,0,0,0,0
2021-06-18,3D6.1D593E1B24,NA,Archilochus,BCHU,F,AHY,08:40:00,SB,3.19,NA,47,0,NA,NA,NA,NA,NA,5,0,0,0,0,0
2021-06-18,3D6.1D59AEEAE9,610089634,Archilochus,BCHU,F,AHY,08:20:00,SB,3.55,NA,48,0,NA,NA,NA,NA,NA,9,0,0,0,0,0
2021-06-18,3D6.1D593E1B2F,NA,Archilochus,BCHU,F,AHY,08:14:00,SB,3.67,NA,46,0,NA,NA,NA,NA,NA,6,0,0,0,0,0
2021-06-18,3D6.1D59AEEAE7,A00003193,Archilochus,BCHU,F,AHY,07:58:00,SB,3.54,NA,44.5,0,NA,NA,NA,NA,NA,0,0,0,0,0,0
2021-06-18,3D6.1D593E1D18,NA,Archilochus,BCHU,F,AHY,07:58:00,SB,3.31,NA,46,0,NA,NA,NA,NA,NA,5,0,0,0,0,0
2021-06-18,3D6.1D59AEEAD2,A00003194,Archilochus,BCHU,F,AHY,07:45:00,SB,3.62,NA,46.5,0,NA,NA,NA,NA,NA,6,0,0,0,0,0
2021-06-18,3D6.1D59AEEA9E,A00003192,Archilochus,BCHU,F,AHY,07:45:00,SB,3.29,NA,46,0,NA,NA,NA,NA,NA,0,0,0,0,0,0
2021-06-18,3D6.1D59AEEA8A,A00003196,Archilochus,BCHU,F,AHY,07:30:00,SB,3.32,NA,45.5,0,NA,NA,NA,NA,NA,0,0,0,0,0,0
2021-06-18,3D6.1D59AEEA96,A00003195,Archilochus,BCHU,F,AHY,07:30:00,SB,3.5,NA,48,0,NA,NA,NA,NA,NA,5,0,0,0,3,0
2021-06-18,3D6.1D59AEEB9B,A00003197,Archilochus,BCHU,F,AHY,07:15:00,SB,3.19,NA,44,0,NA,NA,NA,NA,NA,6,0,0,0,0,0
